LRLGLE,0.059554213980539221
cluster_tendency,363.00038847020096
surface area,1734.14525804225
homogeneity_1,0.71976942262909682
homogeneity_2,0.70513553837390253
SRLGLE,0.0087431250794310963
cluster_prominence,146507.28558066275
energy,0.059938292538723514
root mean square,1.7320508075688772
IDN,0.96230867452511948
minimum,68
entropy,4.5394730065612867
maximum 3d diameter,28.49915754020318
IMC_1,-0.021128620005589738
IMC_2,0.90374001221315581
RP,0.20040426215463694
difference_entropy,-1.4664255397849659
uniformity,0.00033038810920577928
sum_variance,250.70039103038434
sphericity,0.8861359783083173
dissimilarity,0.66028840786214416
sum_average,19.113395879978508
compactness 2,0.6958267324335495
compactness 1,22.14049496596489
LRHGLE,446.20778367653014
LGLRE,0.012718125879123006
surface to volume ratio,0.3061490355350213
contrast,1.0292254970462247
cluster_shade,7204.6053063042791
skewness,0.090127205136662017
sum_entropy,3.6079135441363466
SRE,0.68074936483540471
maximum_probability,0.11954506105092672
SRHGLE,61.864088540362353
inverse_variance,0.43556562014465189
mean absolute deviation,29.113381717402778
spherical disproportion,1.1284949764809855
HGLRE,91.148055254565477
kurtosis,2.2524659633577548
autocorrelation,93.643305875856001
volume,5664.38256129628
RLN,3303.6072845082181
LRE,4.822241546911112
median,180.0
maximum,310
range,242
GLN,1178.3347641886132
correlation,14179.9015529771
standard deviation,34.180856163336756
variance,94.438787287710781
IDMN,0.99606354341435444
mean,178.77514106825384
dad_cluster_tendency,286.76418218444752
dad_standard deviation,14.67823880606185
dad_contrast,1.2451394448632602
dad_root mean square,0.0
dad_LGLRE,0.012406534206822617
dad_minimum,41
dad_cluster_shade,4910.3860348732296
dad_sum_entropy,1.536858809353056
dad_uniformity,0.00060334099312843979
dad_maximum_probability,0.7160174853378134
dad_IDMN,0.99730529153797443
dad_SRE,0.54230486300661729
dad_inverse_variance,0.17671642431959581
dad_LRHGLE,1425.5762372033971
dad_cluster_prominence,84874.542467779189
dad_homogeneity_2,0.83228297566013409
dad_mean,177.3943226945139
dad_mean absolute deviation,5.4151139302408611
dad_homogeneity_1,0.84617977068702233
dad_maximum,411
dad_SRLGLE,0.0068050381495906405
dad_entropy,2.1220697530974681
dad_sum_variance,280.09622460807503
dad_autocorrelation,83.132579754894707
dad_GLN,884.854391186508
dad_dissimilarity,0.46187689216837474
dad_kurtosis,32.230284251499896
dad_IMC_2,0.40331407827980276
dad_SRHGLE,49.923953234500061
dad_HGLRE,87.592252287798658
dad_difference_entropy,-1.2776986014480991
dad_variance,83.737714035803947
dad_range,370
dad_IMC_1,-0.0040089729040971066
dad_sum_average,18.234078612262792
dad_IDN,0.98039314691835111
dad_median,177.0
dad_RP,0.34654411764705889
dad_LRLGLE,0.21553219329593423
dad_correlation,2736.5663157288545
dad_LRE,17.476597157318636
dad_energy,0.52088375568772272
dad_skewness,0.88147738259454023
dad_RLN,659.85655793982096
aad_SRLGLE,0.0070860292785823011
aad_sum_variance,452.35730830536096
aad_cluster_shade,12042.367430718479
aad_minimum,5
aad_skewness,0.66525591169030474
aad_SRE,0.66332156118284702
aad_variance,141.95224025213051
aad_cluster_tendency,519.66527225048833
aad_cluster_prominence,282617.27023613965
aad_LRHGLE,1393.7115210712802
aad_homogeneity_2,0.71951243597284309
aad_homogeneity_1,0.74643996733796347
aad_contrast,4.8622420957218724
aad_sum_average,23.610529191111226
aad_range,472
aad_energy,0.30888274972310353
aad_inverse_variance,0.21134871227193322
aad_IMC_2,0.60864853397881735
aad_IMC_1,-0.0053607015067841518
aad_correlation,7822.3781146468345
aad_sum_entropy,2.4738333212671897
aad_standard deviation,31.046534111494083
aad_dissimilarity,1.0458340296338093
aad_RLN,1306.2847002238448
aad_root mean square,0.0
aad_SRHGLE,95.367671286436504
aad_maximum_probability,0.54357289606328141
aad_IDMN,0.99226225815459301
aad_LRE,9.7513909414083493
aad_HGLRE,142.67517483832003
aad_mean absolute deviation,13.325447118411832
aad_GLN,812.75286320940393
aad_difference_entropy,-1.9375047102524261
aad_LRLGLE,0.070944365885048002
aad_LGLRE,0.009519354628340514
aad_median,221.0
aad_maximum,477
aad_uniformity,0.00032308568099237954
aad_mean,222.09016031769377
aad_IDN,0.96309526990955074
aad_kurtosis,14.586762240964669
aad_entropy,3.5381763802899235
aad_autocorrelation,139.54651747671974
aad_RP,0.46953431372549015
aaa_maximum_probability,0.53518516976906461
aaa_LRLGLE,0.98837433351087267
aaa_sum_entropy,3.718988064316028
aaa_LGLRE,0.074681847561164541
aaa_contrast,41.203977846873634
aaa_mean absolute deviation,182.16347865800759
aaa_homogeneity_2,0.64139955194382725
aaa_sum_average,20.068301283616609
aaa_SRLGLE,0.047098982932201904
aaa_LRE,9.3081986926493112
aaa_cluster_prominence,2820189.1788892248
aaa_dissimilarity,2.9294772918874759
aaa_entropy,4.9918450464255821
aaa_correlation,27182.095781021257
aaa_uniformity,6.4866390550293669e-05
aaa_autocorrelation,206.9525153402935
aaa_IMC_2,0.92554479131149592
aaa_energy,0.28841363009659737
aaa_minimum,1
aaa_SRHGLE,341.26985439268793
aaa_IMC_1,-0.0074656692984590121
aaa_kurtosis,3.0626660890289137
aaa_median,50.0
aaa_mean,177.92734225621416
aaa_root mean square,1.7320508075688772
aaa_SRE,0.73345493564367548
aaa_skewness,1.3193150158105607
aaa_LRHGLE,573.17411174702329
aaa_IDMN,0.98226936464068848
aaa_cluster_shade,47757.585134191533
aaa_RP,0.49932598039215681
aaa_maximum,867
aaa_cluster_tendency,859.86962931227765
aaa_variance,228.53438548824249
aaa_range,866
